clip_id,dataset_name,language,model_name,metric_name,error_rate,cleaned_metric_name,cleaned_error_rate,operation,error_category,impact,reference_span,hypothesis_span,reference_tokens,hypothesis_tokens,reason,recommendation
earnings22_4453225_intro_180s,Earnings-22,en,base,WER,0.227642,,,insert,function_word_error,meaning_may_change,,the,[],"[""the""]",short pronoun/preposition/function-word change,Use stronger ASR/context; glossary RAG should usually avoid this.
earnings22_4453225_intro_180s,Earnings-22,en,base,WER,0.227642,,,replace,date_time_error,meaning_likely_changed,end of,in the,"[""end"", ""of""]","[""in"", ""the""]","date or year words were substituted, deleted, or inserted",Use stronger ASR or audio-backed verification; RAG alone is weak here.
earnings22_4453225_intro_180s,Earnings-22,en,base,WER,0.227642,,,replace,disfluency_or_style_error,mostly_style_or_reference_policy,gonna,going to,"[""gonna""]","[""going"", ""to""]","filler, contraction, repeated word, or spelling style changed",Report cleaned WER separately; do not optimize RAG for this category.
earnings22_4453225_intro_180s,Earnings-22,en,base,WER,0.227642,,,replace,semantic_word_error,meaning_may_change,notice at,notes of,"[""notice"", ""at""]","[""notes"", ""of""]",content word substitution not covered by specialized categories,"Collect more examples, then decide whether ASR API or targeted RAG helps."
earnings22_4453225_intro_180s,Earnings-22,en,base,WER,0.227642,,,delete,function_word_error,meaning_may_change,but,,"[""but""]",[],short pronoun/preposition/function-word change,Use stronger ASR/context; glossary RAG should usually avoid this.
earnings22_4453225_intro_180s,Earnings-22,en,base,WER,0.227642,,,replace,disfluency_or_style_error,mostly_style_or_reference_policy,gonna,going to,"[""gonna""]","[""going"", ""to""]","filler, contraction, repeated word, or spelling style changed",Report cleaned WER separately; do not optimize RAG for this category.
earnings22_4453225_intro_180s,Earnings-22,en,base,WER,0.227642,,,replace,function_word_error,meaning_may_change,we,you,"[""we""]","[""you""]",short pronoun/preposition/function-word change,Use stronger ASR/context; glossary RAG should usually avoid this.
earnings22_4453225_intro_180s,Earnings-22,en,base,WER,0.227642,,,replace,domain_term_error,meaning_may_change,double-digit,double digit,"[""double-digit""]","[""double"", ""digit""]",finance/company/domain term was altered or missed,Use a predeclared finance glossary plus conservative LLM verifier.
earnings22_4453225_intro_180s,Earnings-22,en,base,WER,0.227642,,,replace,function_word_error,meaning_may_change,in our,now,"[""in"", ""our""]","[""now""]",short pronoun/preposition/function-word change,Use stronger ASR/context; glossary RAG should usually avoid this.
earnings22_4453225_intro_180s,Earnings-22,en,base,WER,0.227642,,,delete,disfluency_or_style_error,mostly_style_or_reference_policy,by by,,"[""by"", ""by""]",[],"filler, contraction, repeated word, or spelling style changed",Report cleaned WER separately; do not optimize RAG for this category.
earnings22_4453225_intro_180s,Earnings-22,en,base,WER,0.227642,,,replace,disfluency_or_style_error,mostly_style_or_reference_policy,sound um,some,"[""sound"", ""um""]","[""some""]","filler, contraction, repeated word, or spelling style changed",Report cleaned WER separately; do not optimize RAG for this category.
earnings22_4453225_intro_180s,Earnings-22,en,base,WER,0.227642,,,delete,disfluency_or_style_error,mostly_style_or_reference_policy,um,,"[""um""]",[],"filler, contraction, repeated word, or spelling style changed",Report cleaned WER separately; do not optimize RAG for this category.
earnings22_4453225_intro_180s,Earnings-22,en,base,WER,0.227642,,,replace,number_unit_error,meaning_likely_changed,cents a,seems to,"[""cents"", ""a""]","[""seems"", ""to""]",number or measurement-unit wording changed,Add numeric-unit candidate rules and verify against local context/audio.
earnings22_4453225_intro_180s,Earnings-22,en,base,WER,0.227642,,,delete,function_word_error,meaning_may_change,and,,"[""and""]",[],short pronoun/preposition/function-word change,Use stronger ASR/context; glossary RAG should usually avoid this.
earnings22_4453225_intro_180s,Earnings-22,en,base,WER,0.227642,,,delete,disfluency_or_style_error,mostly_style_or_reference_policy,uh,,"[""uh""]",[],"filler, contraction, repeated word, or spelling style changed",Report cleaned WER separately; do not optimize RAG for this category.
earnings22_4453225_intro_180s,Earnings-22,en,base,WER,0.227642,,,replace,disfluency_or_style_error,mostly_style_or_reference_policy,cuz,because,"[""cuz""]","[""because""]","filler, contraction, repeated word, or spelling style changed",Report cleaned WER separately; do not optimize RAG for this category.
earnings22_4453225_intro_180s,Earnings-22,en,base,WER,0.227642,,,replace,semantic_word_error,meaning_may_change,we've,we,"[""we've""]","[""we""]",content word substitution not covered by specialized categories,"Collect more examples, then decide whether ASR API or targeted RAG helps."
earnings22_4453225_intro_180s,Earnings-22,en,base,WER,0.227642,,,delete,disfluency_or_style_error,mostly_style_or_reference_policy,uh,,"[""uh""]",[],"filler, contraction, repeated word, or spelling style changed",Report cleaned WER separately; do not optimize RAG for this category.
earnings22_4453225_intro_180s,Earnings-22,en,base,WER,0.227642,,,delete,function_word_error,meaning_may_change,and it,,"[""and"", ""it""]",[],short pronoun/preposition/function-word change,Use stronger ASR/context; glossary RAG should usually avoid this.
earnings22_4453225_intro_180s,Earnings-22,en,base,WER,0.227642,,,delete,disfluency_or_style_error,mostly_style_or_reference_policy,um,,"[""um""]",[],"filler, contraction, repeated word, or spelling style changed",Report cleaned WER separately; do not optimize RAG for this category.
earnings22_4453225_intro_180s,Earnings-22,en,base,WER,0.227642,,,delete,disfluency_or_style_error,mostly_style_or_reference_policy,uh,,"[""uh""]",[],"filler, contraction, repeated word, or spelling style changed",Report cleaned WER separately; do not optimize RAG for this category.
earnings22_4453225_intro_180s,Earnings-22,en,base,WER,0.227642,,,delete,disfluency_or_style_error,mostly_style_or_reference_policy,uh,,"[""uh""]",[],"filler, contraction, repeated word, or spelling style changed",Report cleaned WER separately; do not optimize RAG for this category.
earnings22_4453225_intro_180s,Earnings-22,en,base,WER,0.227642,,,delete,function_word_error,meaning_may_change,a,,"[""a""]",[],short pronoun/preposition/function-word change,Use stronger ASR/context; glossary RAG should usually avoid this.
earnings22_4453225_intro_180s,Earnings-22,en,base,WER,0.227642,,,replace,disfluency_or_style_error,mostly_style_or_reference_policy,gonna,going to,"[""gonna""]","[""going"", ""to""]","filler, contraction, repeated word, or spelling style changed",Report cleaned WER separately; do not optimize RAG for this category.
earnings22_4453225_intro_180s,Earnings-22,en,base,WER,0.227642,,,replace,function_word_error,meaning_may_change,in,on,"[""in""]","[""on""]",short pronoun/preposition/function-word change,Use stronger ASR/context; glossary RAG should usually avoid this.
earnings22_4453225_intro_180s,Earnings-22,en,base,WER,0.227642,,,delete,disfluency_or_style_error,mostly_style_or_reference_policy,um,,"[""um""]",[],"filler, contraction, repeated word, or spelling style changed",Report cleaned WER separately; do not optimize RAG for this category.
earnings22_4453225_intro_180s,Earnings-22,en,base,WER,0.227642,,,delete,disfluency_or_style_error,mostly_style_or_reference_policy,uh,,"[""uh""]",[],"filler, contraction, repeated word, or spelling style changed",Report cleaned WER separately; do not optimize RAG for this category.
earnings22_4453225_intro_180s,Earnings-22,en,base,WER,0.227642,,,delete,function_word_error,meaning_may_change,but,,"[""but""]",[],short pronoun/preposition/function-word change,Use stronger ASR/context; glossary RAG should usually avoid this.
earnings22_4453225_intro_180s,Earnings-22,en,base,WER,0.227642,,,replace,function_word_error,meaning_may_change,at,with,"[""at""]","[""with""]",short pronoun/preposition/function-word change,Use stronger ASR/context; glossary RAG should usually avoid this.
earnings22_4453225_intro_180s,Earnings-22,en,base,WER,0.227642,,,replace,disfluency_or_style_error,mostly_style_or_reference_policy,um were up,are,"[""um"", ""were"", ""up""]","[""are""]","filler, contraction, repeated word, or spelling style changed",Report cleaned WER separately; do not optimize RAG for this category.
earnings22_4453225_intro_180s,Earnings-22,en,base,WER,0.227642,,,replace,semantic_word_error,meaning_may_change,rate so,rates,"[""rate"", ""so""]","[""rates""]",content word substitution not covered by specialized categories,"Collect more examples, then decide whether ASR API or targeted RAG helps."
earnings22_4453225_intro_180s,Earnings-22,en,base,WER,0.227642,,,replace,semantic_word_error,meaning_may_change,rate,rates,"[""rate""]","[""rates""]",content word substitution not covered by specialized categories,"Collect more examples, then decide whether ASR API or targeted RAG helps."
earnings22_4453225_intro_180s,Earnings-22,en,base,WER,0.227642,,,delete,omission_or_insertion,meaning_may_change,here,,"[""here""]",[],content was omitted or inserted,Inspect audio and segment boundaries; consider VAD/chunking changes.
earnings22_4453225_intro_180s,Earnings-22,en,base,WER,0.227642,,,replace,semantic_word_error,meaning_may_change,year-on-year,you're actually,"[""year-on-year""]","[""you're"", ""actually""]",content word substitution not covered by specialized categories,"Collect more examples, then decide whether ASR API or targeted RAG helps."
earnings22_4453225_intro_180s,Earnings-22,en,base,WER,0.227642,,,replace,disfluency_or_style_error,mostly_style_or_reference_policy,prevails uh,prevailed,"[""prevails"", ""uh""]","[""prevailed""]","filler, contraction, repeated word, or spelling style changed",Report cleaned WER separately; do not optimize RAG for this category.
earnings22_4453225_intro_180s,Earnings-22,en,base,WER,0.227642,,,delete,disfluency_or_style_error,mostly_style_or_reference_policy,uh,,"[""uh""]",[],"filler, contraction, repeated word, or spelling style changed",Report cleaned WER separately; do not optimize RAG for this category.
earnings22_4453225_intro_180s,Earnings-22,en,base,WER,0.227642,,,replace,semantic_word_error,meaning_may_change,so,basis,"[""so""]","[""basis""]",content word substitution not covered by specialized categories,"Collect more examples, then decide whether ASR API or targeted RAG helps."
earnings22_4453225_intro_180s,Earnings-22,en,base,WER,0.227642,,,replace,disfluency_or_style_error,mostly_style_or_reference_policy,gonna,going to,"[""gonna""]","[""going"", ""to""]","filler, contraction, repeated word, or spelling style changed",Report cleaned WER separately; do not optimize RAG for this category.
earnings22_4453225_intro_180s,Earnings-22,en,base,WER,0.227642,,,replace,function_word_error,meaning_may_change,in,and,"[""in""]","[""and""]",short pronoun/preposition/function-word change,Use stronger ASR/context; glossary RAG should usually avoid this.
earnings22_4453225_intro_180s,Earnings-22,en,base,WER,0.227642,,,replace,disfluency_or_style_error,mostly_style_or_reference_policy,uh the outcome so,these outcomes,"[""uh"", ""the"", ""outcome"", ""so""]","[""these"", ""outcomes""]","filler, contraction, repeated word, or spelling style changed",Report cleaned WER separately; do not optimize RAG for this category.
earnings22_4453225_intro_180s,Earnings-22,en,base,WER,0.227642,,,replace,function_word_error,meaning_may_change,a,are,"[""a""]","[""are""]",short pronoun/preposition/function-word change,Use stronger ASR/context; glossary RAG should usually avoid this.
earnings22_4453225_intro_180s,Earnings-22,en,base,WER,0.227642,,,delete,disfluency_or_style_error,mostly_style_or_reference_policy,uh,,"[""uh""]",[],"filler, contraction, repeated word, or spelling style changed",Report cleaned WER separately; do not optimize RAG for this category.
earnings22_4453225_intro_180s,Earnings-22,en,base,WER,0.227642,,,delete,omission_or_insertion,meaning_may_change,some,,"[""some""]",[],content was omitted or inserted,Inspect audio and segment boundaries; consider VAD/chunking changes.
earnings22_4453225_intro_180s,Earnings-22,en,base,WER,0.227642,,,delete,disfluency_or_style_error,mostly_style_or_reference_policy,um,,"[""um""]",[],"filler, contraction, repeated word, or spelling style changed",Report cleaned WER separately; do not optimize RAG for this category.
earnings22_4453225_intro_180s,Earnings-22,en,base,WER,0.227642,,,replace,function_word_error,meaning_may_change,in,to,"[""in""]","[""to""]",short pronoun/preposition/function-word change,Use stronger ASR/context; glossary RAG should usually avoid this.
earnings22_4453225_intro_180s,Earnings-22,en,base,WER,0.227642,,,delete,disfluency_or_style_error,mostly_style_or_reference_policy,eu um,,"[""eu"", ""um""]",[],"filler, contraction, repeated word, or spelling style changed",Report cleaned WER separately; do not optimize RAG for this category.
earnings22_4453225_intro_180s,Earnings-22,en,base,WER,0.227642,,,delete,disfluency_or_style_error,mostly_style_or_reference_policy,um,,"[""um""]",[],"filler, contraction, repeated word, or spelling style changed",Report cleaned WER separately; do not optimize RAG for this category.
earnings22_4453225_intro_180s,Earnings-22,en,base,WER,0.227642,,,replace,disfluency_or_style_error,mostly_style_or_reference_policy,um weren't,went,"[""um"", ""weren't""]","[""went""]","filler, contraction, repeated word, or spelling style changed",Report cleaned WER separately; do not optimize RAG for this category.
earnings22_4453225_intro_180s,Earnings-22,en,base,WER,0.227642,,,delete,disfluency_or_style_error,mostly_style_or_reference_policy,due to um,,"[""due"", ""to"", ""um""]",[],"filler, contraction, repeated word, or spelling style changed",Report cleaned WER separately; do not optimize RAG for this category.
earnings22_4453225_intro_180s,Earnings-22,en,base,WER,0.227642,,,delete,disfluency_or_style_error,mostly_style_or_reference_policy,uh,,"[""uh""]",[],"filler, contraction, repeated word, or spelling style changed",Report cleaned WER separately; do not optimize RAG for this category.
earnings22_4453225_intro_180s,Earnings-22,en,base,WER,0.227642,,,replace,semantic_word_error,meaning_may_change,had,have,"[""had""]","[""have""]",content word substitution not covered by specialized categories,"Collect more examples, then decide whether ASR API or targeted RAG helps."
earnings22_4453225_intro_180s,Earnings-22,en,base,WER,0.227642,,,delete,disfluency_or_style_error,mostly_style_or_reference_policy,um,,"[""um""]",[],"filler, contraction, repeated word, or spelling style changed",Report cleaned WER separately; do not optimize RAG for this category.
earnings22_4453225_intro_180s,Earnings-22,en,base,WER,0.227642,,,delete,disfluency_or_style_error,mostly_style_or_reference_policy,pi uh,,"[""pi"", ""uh""]",[],"filler, contraction, repeated word, or spelling style changed",Report cleaned WER separately; do not optimize RAG for this category.
earnings22_4453225_intro_180s,Earnings-22,en,base,WER,0.227642,,,insert,domain_term_error,meaning_may_change,,and converse from the regional brands,[],"[""and"", ""converse"", ""from"", ""the"", ""regional"", ""brands""]",finance/company/domain term was altered or missed,Use a predeclared finance glossary plus conservative LLM verifier.
