case_id,language,difficulty,variant,raw_asr_text,reference_text,retrieved_candidates,applied_corrections,corrected_text,expected_terms,true_positive_terms,false_positive_terms,missed_terms,unsupported_changes,needs_review,api_used,fallback_used,llm_provider,llm_model,prompt_version,term_precision,term_recall,term_f1,text_error_before,text_error_after,metric_name,correction_error,notes
term_022,en,negative_control,fused_plus_llm_correction,write tag speech in the html field,write tag speech in the html field,[],[],Write tag speech in the HTML field.,[],[],[],[],[],True,True,False,deepseek,deepseek-chat,talkweaver.correction.v1,1.0,1.0,1.0,0.0,0.0,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fused_plus_llm_correction. Ambiguous candidates were withheld by context safety and require review. Strict real LLM mode; no silent rule fallback.
term_023,en,hard,no_retrieval,piano note fixes diary station and the rack glossary,pyannote fixes diarization and the RAG glossary,[],[],piano note fixes diary station and the rack glossary,"[""pyannote"", ""diarization"", ""RAG""]",[],[],"[""pyannote"", ""diarization"", ""RAG""]",[],False,False,False,,,,0.0,0.0,0.0,0.714286,0.714286,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=no_retrieval.
term_023,en,hard,exact_glossary,piano note fixes diary station and the rack glossary,pyannote fixes diarization and the RAG glossary,"[""diarization"", ""pyannote"", ""RAG""]",[],piano note fixes diary station and the rack glossary,"[""pyannote"", ""diarization"", ""RAG""]","[""diarization"", ""pyannote"", ""RAG""]",[],[],[],False,False,False,,,,1.0,1.0,1.0,0.714286,0.714286,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=exact_glossary.
term_023,en,hard,fuzzy,piano note fixes diary station and the rack glossary,pyannote fixes diarization and the RAG glossary,"[""diarization"", ""pyannote"", ""RAG""]",[],piano note fixes diary station and the rack glossary,"[""pyannote"", ""diarization"", ""RAG""]","[""diarization"", ""pyannote"", ""RAG""]",[],[],[],False,False,False,,,,1.0,1.0,1.0,0.714286,0.714286,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fuzzy.
term_023,en,hard,phonetic_like,piano note fixes diary station and the rack glossary,pyannote fixes diarization and the RAG glossary,"[""diarization"", ""pyannote"", ""RAG""]",[],piano note fixes diary station and the rack glossary,"[""pyannote"", ""diarization"", ""RAG""]","[""diarization"", ""pyannote"", ""RAG""]",[],[],[],False,False,False,,,,1.0,1.0,1.0,0.714286,0.714286,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=phonetic_like.
term_023,en,hard,fused,piano note fixes diary station and the rack glossary,pyannote fixes diarization and the RAG glossary,"[""diarization"", ""pyannote"", ""RAG""]",[],piano note fixes diary station and the rack glossary,"[""pyannote"", ""diarization"", ""RAG""]","[""diarization"", ""pyannote"", ""RAG""]",[],[],[],False,False,False,,,,1.0,1.0,1.0,0.714286,0.714286,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fused.
term_023,en,hard,fused_plus_rule_correction,piano note fixes diary station and the rack glossary,pyannote fixes diarization and the RAG glossary,"[""diarization"", ""pyannote"", ""RAG""]","[""piano note -> pyannote"", ""diary station -> diarization"", ""rack -> RAG""]",pyannote fixes diarization and the RAG glossary,"[""pyannote"", ""diarization"", ""RAG""]","[""diarization"", ""pyannote"", ""RAG""]",[],[],[],False,False,False,,,talkweaver.correction.v1,1.0,1.0,1.0,0.714286,0.0,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fused_plus_rule_correction.
term_023,en,hard,fused_plus_llm_correction,piano note fixes diary station and the rack glossary,pyannote fixes diarization and the RAG glossary,"[""diarization"", ""pyannote"", ""RAG""]",[],piano note fixes diary station and the rack glossary,"[""pyannote"", ""diarization"", ""RAG""]","[""diarization"", ""pyannote"", ""RAG""]",[],[],[],True,True,False,deepseek,deepseek-chat,talkweaver.correction.v1,1.0,1.0,1.0,0.714286,0.714286,WER,LLM correction failed for provider deepseek: Correction changed word order or content beyond supported glossary substitutions.,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fused_plus_llm_correction. Strict real LLM mode; no silent rule fallback. API output failed grounding validation; raw text was retained.
term_024,fr,hard,no_retrieval,le système de diary station utilise piano note,le système de diarization utilise pyannote,[],[],le système de diary station utilise piano note,"[""diarization"", ""pyannote""]",[],[],"[""diarization"", ""pyannote""]",[],False,False,False,,,,0.0,0.0,0.0,0.666667,0.666667,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=no_retrieval.
term_024,fr,hard,exact_glossary,le système de diary station utilise piano note,le système de diarization utilise pyannote,"[""diarization"", ""pyannote""]",[],le système de diary station utilise piano note,"[""diarization"", ""pyannote""]","[""diarization"", ""pyannote""]",[],[],[],False,False,False,,,,1.0,1.0,1.0,0.666667,0.666667,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=exact_glossary.
term_024,fr,hard,fuzzy,le système de diary station utilise piano note,le système de diarization utilise pyannote,"[""diarization"", ""pyannote""]",[],le système de diary station utilise piano note,"[""diarization"", ""pyannote""]","[""diarization"", ""pyannote""]",[],[],[],False,False,False,,,,1.0,1.0,1.0,0.666667,0.666667,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fuzzy.
term_024,fr,hard,phonetic_like,le système de diary station utilise piano note,le système de diarization utilise pyannote,"[""diarization"", ""pyannote""]",[],le système de diary station utilise piano note,"[""diarization"", ""pyannote""]","[""diarization"", ""pyannote""]",[],[],[],False,False,False,,,,1.0,1.0,1.0,0.666667,0.666667,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=phonetic_like.
term_024,fr,hard,fused,le système de diary station utilise piano note,le système de diarization utilise pyannote,"[""diarization"", ""pyannote""]",[],le système de diary station utilise piano note,"[""diarization"", ""pyannote""]","[""diarization"", ""pyannote""]",[],[],[],False,False,False,,,,1.0,1.0,1.0,0.666667,0.666667,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fused.
term_024,fr,hard,fused_plus_rule_correction,le système de diary station utilise piano note,le système de diarization utilise pyannote,"[""diarization"", ""pyannote""]","[""diary station -> diarization"", ""piano note -> pyannote""]",le système de diarization utilise pyannote,"[""diarization"", ""pyannote""]","[""diarization"", ""pyannote""]",[],[],[],False,False,False,,,talkweaver.correction.v1,1.0,1.0,1.0,0.666667,0.0,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fused_plus_rule_correction.
term_024,fr,hard,fused_plus_llm_correction,le système de diary station utilise piano note,le système de diarization utilise pyannote,"[""diarization"", ""pyannote""]","[""diary station -> diarization"", ""piano note -> pyannote""]",le système de diarization utilise pyannote,"[""diarization"", ""pyannote""]","[""diarization"", ""pyannote""]",[],[],[],False,True,False,deepseek,deepseek-chat,talkweaver.correction.v1,1.0,1.0,1.0,0.666667,0.0,WER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fused_plus_llm_correction. Strict real LLM mode; no silent rule fallback.
term_025,zh-CN,hard,no_retrieval,我们用 piano note 做 speaker diary station,我们用 pyannote 做 speaker diarization,[],[],我们用 piano note 做 speaker diary station,"[""pyannote"", ""speaker diarization""]",[],[],"[""pyannote"", ""speaker diarization""]",[],False,False,False,,,,0.0,0.0,0.0,0.166667,0.166667,CER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=no_retrieval.
term_025,zh-CN,hard,exact_glossary,我们用 piano note 做 speaker diary station,我们用 pyannote 做 speaker diarization,"[""diarization"", ""pyannote"", ""speaker diarization""]",[],我们用 piano note 做 speaker diary station,"[""pyannote"", ""speaker diarization""]","[""diarization"", ""pyannote"", ""speaker diarization""]",[],[],[],False,False,False,,,,1.0,1.0,1.0,0.166667,0.166667,CER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=exact_glossary.
term_025,zh-CN,hard,fuzzy,我们用 piano note 做 speaker diary station,我们用 pyannote 做 speaker diarization,"[""diarization"", ""pyannote"", ""speaker diarization""]",[],我们用 piano note 做 speaker diary station,"[""pyannote"", ""speaker diarization""]","[""diarization"", ""pyannote"", ""speaker diarization""]",[],[],[],False,False,False,,,,1.0,1.0,1.0,0.166667,0.166667,CER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fuzzy.
term_025,zh-CN,hard,phonetic_like,我们用 piano note 做 speaker diary station,我们用 pyannote 做 speaker diarization,"[""diarization"", ""pyannote"", ""speaker diarization""]",[],我们用 piano note 做 speaker diary station,"[""pyannote"", ""speaker diarization""]","[""diarization"", ""pyannote"", ""speaker diarization""]",[],[],[],False,False,False,,,,1.0,1.0,1.0,0.166667,0.166667,CER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=phonetic_like.
term_025,zh-CN,hard,fused,我们用 piano note 做 speaker diary station,我们用 pyannote 做 speaker diarization,"[""diarization"", ""pyannote"", ""speaker diarization""]",[],我们用 piano note 做 speaker diary station,"[""pyannote"", ""speaker diarization""]","[""diarization"", ""pyannote"", ""speaker diarization""]",[],[],[],False,False,False,,,,1.0,1.0,1.0,0.166667,0.166667,CER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fused.
term_025,zh-CN,hard,fused_plus_rule_correction,我们用 piano note 做 speaker diary station,我们用 pyannote 做 speaker diarization,"[""diarization"", ""pyannote"", ""speaker diarization""]","[""piano note -> pyannote"", ""speaker diary station -> speaker diarization""]",我们用 pyannote 做 speaker diarization,"[""pyannote"", ""speaker diarization""]","[""diarization"", ""pyannote"", ""speaker diarization""]",[],[],[],False,False,False,,,talkweaver.correction.v1,1.0,1.0,1.0,0.166667,0.0,CER,,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fused_plus_rule_correction.
term_025,zh-CN,hard,fused_plus_llm_correction,我们用 piano note 做 speaker diary station,我们用 pyannote 做 speaker diarization,"[""diarization"", ""pyannote"", ""speaker diarization""]",[],我们用 piano note 做 speaker diary station,"[""pyannote"", ""speaker diarization""]","[""diarization"", ""pyannote"", ""speaker diarization""]",[],[],[],True,True,False,deepseek,deepseek-chat,talkweaver.correction.v1,1.0,1.0,1.0,0.166667,0.166667,CER,LLM correction failed for provider deepseek: Correction changed word order or content beyond supported glossary substitutions.,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fused_plus_llm_correction. Strict real LLM mode; no silent rule fallback. API output failed grounding validation; raw text was retained.
