proposal_id,source,category,language,method,gold_label,label_source,predicted_label,correct,unsafe_apply,false_block,applied,error_before,error_after,error_delta,support_score,risk_score,explanation,provider,model,api_used
term::term_020::fused,term_rescue_controlled,ordinary_word_negative_control,en,binary_eccogate,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.0,0.0,0.9,0.05,do_not_apply: the proposal makes no measurable text change.,,,False
term::term_020::fused_plus_rule_correction,term_rescue_controlled,ordinary_word_negative_control,en,binary_eccogate,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.0,0.0,0.9,0.05,do_not_apply: the proposal makes no measurable text change.,,,False
term::term_020::fused_plus_llm_correction,term_rescue_controlled,ordinary_word_negative_control,en,binary_eccogate,do_not_apply,controlled_reference,safe_to_apply,False,True,False,True,0.0,0.0,0.0,0.9,0.05,safe_to_apply: binary mapping of proposal-time evidence. accept: the proposal preserves the ASR evidence; observed risk: low edit risk.,,,False
term::term_021::no_retrieval,term_rescue_controlled,ordinary_word_negative_control,en,binary_eccogate,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.0,0.0,0.9,0.05,do_not_apply: the proposal makes no measurable text change.,,,False
term::term_021::exact_glossary,term_rescue_controlled,ordinary_word_negative_control,en,binary_eccogate,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.0,0.0,0.9,0.05,do_not_apply: the proposal makes no measurable text change.,,,False
term::term_021::fuzzy,term_rescue_controlled,ordinary_word_negative_control,en,binary_eccogate,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.0,0.0,0.9,0.05,do_not_apply: the proposal makes no measurable text change.,,,False
term::term_021::phonetic_like,term_rescue_controlled,ordinary_word_negative_control,en,binary_eccogate,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.0,0.0,0.9,0.05,do_not_apply: the proposal makes no measurable text change.,,,False
term::term_021::fused,term_rescue_controlled,ordinary_word_negative_control,en,binary_eccogate,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.0,0.0,0.9,0.05,do_not_apply: the proposal makes no measurable text change.,,,False
term::term_021::fused_plus_rule_correction,term_rescue_controlled,ordinary_word_negative_control,en,binary_eccogate,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.0,0.0,0.9,0.05,do_not_apply: the proposal makes no measurable text change.,,,False
term::term_021::fused_plus_llm_correction,term_rescue_controlled,ordinary_word_negative_control,en,binary_eccogate,do_not_apply,controlled_reference,safe_to_apply,False,True,False,True,0.0,0.0,0.0,0.9,0.05,safe_to_apply: binary mapping of proposal-time evidence. accept: the proposal preserves the ASR evidence; observed risk: low edit risk.,,,False
term::term_022::no_retrieval,term_rescue_controlled,ordinary_word_negative_control,en,binary_eccogate,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.0,0.0,0.9,0.05,do_not_apply: the proposal makes no measurable text change.,,,False
term::term_022::exact_glossary,term_rescue_controlled,ordinary_word_negative_control,en,binary_eccogate,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.0,0.0,0.9,0.05,do_not_apply: the proposal makes no measurable text change.,,,False
term::term_022::fuzzy,term_rescue_controlled,ordinary_word_negative_control,en,binary_eccogate,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.0,0.0,0.9,0.05,do_not_apply: the proposal makes no measurable text change.,,,False
term::term_022::phonetic_like,term_rescue_controlled,ordinary_word_negative_control,en,binary_eccogate,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.0,0.0,0.9,0.05,do_not_apply: the proposal makes no measurable text change.,,,False
term::term_022::fused,term_rescue_controlled,ordinary_word_negative_control,en,binary_eccogate,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.0,0.0,0.9,0.05,do_not_apply: the proposal makes no measurable text change.,,,False
term::term_022::fused_plus_rule_correction,term_rescue_controlled,ordinary_word_negative_control,en,binary_eccogate,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.0,0.0,0.9,0.05,do_not_apply: the proposal makes no measurable text change.,,,False
term::term_022::fused_plus_llm_correction,term_rescue_controlled,ordinary_word_negative_control,en,binary_eccogate,do_not_apply,controlled_reference,safe_to_apply,False,True,False,True,0.0,0.0,0.0,0.9,0.05,safe_to_apply: binary mapping of proposal-time evidence. accept: the proposal preserves the ASR evidence; observed risk: low edit risk.,,,False
term::term_023::no_retrieval,term_rescue_controlled,technical_term_recovery,en,binary_eccogate,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.714286,0.714286,0.0,0.9,0.05,do_not_apply: the proposal makes no measurable text change.,,,False
term::term_023::exact_glossary,term_rescue_controlled,technical_term_recovery,en,binary_eccogate,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.714286,0.714286,0.0,0.9,0.05,do_not_apply: the proposal makes no measurable text change.,,,False
term::term_023::fuzzy,term_rescue_controlled,technical_term_recovery,en,binary_eccogate,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.714286,0.714286,0.0,0.9,0.05,do_not_apply: the proposal makes no measurable text change.,,,False
term::term_023::phonetic_like,term_rescue_controlled,technical_term_recovery,en,binary_eccogate,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.714286,0.714286,0.0,0.9,0.05,do_not_apply: the proposal makes no measurable text change.,,,False
term::term_023::fused,term_rescue_controlled,technical_term_recovery,en,binary_eccogate,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.714286,0.714286,0.0,0.9,0.05,do_not_apply: the proposal makes no measurable text change.,,,False
term::term_023::fused_plus_rule_correction,term_rescue_controlled,technical_term_recovery,en,binary_eccogate,safe_to_apply,controlled_reference,safe_to_apply,True,False,False,True,0.714286,0.0,0.714286,0.9,0.15,"safe_to_apply: binary mapping of proposal-time evidence. accept: retrieval and context support diarization, pyannote, RAG; most inserted tokens are grounded; observed risk: low edit risk.",,,False
term::term_023::fused_plus_llm_correction,term_rescue_controlled,technical_term_recovery,en,binary_eccogate,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.714286,0.714286,0.0,0.9,0.05,do_not_apply: the proposal makes no measurable text change.,,,False
term::term_024::no_retrieval,term_rescue_controlled,technical_term_recovery,fr,binary_eccogate,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.666667,0.666667,0.0,0.9,0.05,do_not_apply: the proposal makes no measurable text change.,,,False
term::term_024::exact_glossary,term_rescue_controlled,technical_term_recovery,fr,binary_eccogate,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.666667,0.666667,0.0,0.9,0.05,do_not_apply: the proposal makes no measurable text change.,,,False
term::term_024::fuzzy,term_rescue_controlled,technical_term_recovery,fr,binary_eccogate,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.666667,0.666667,0.0,0.9,0.05,do_not_apply: the proposal makes no measurable text change.,,,False
term::term_024::phonetic_like,term_rescue_controlled,technical_term_recovery,fr,binary_eccogate,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.666667,0.666667,0.0,0.9,0.05,do_not_apply: the proposal makes no measurable text change.,,,False
term::term_024::fused,term_rescue_controlled,technical_term_recovery,fr,binary_eccogate,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.666667,0.666667,0.0,0.9,0.05,do_not_apply: the proposal makes no measurable text change.,,,False
term::term_024::fused_plus_rule_correction,term_rescue_controlled,technical_term_recovery,fr,binary_eccogate,safe_to_apply,controlled_reference,do_not_apply,False,False,True,False,0.666667,0.0,0.666667,0.35,0.4,do_not_apply: binary mapping of proposal-time evidence. needs_review: most inserted tokens are grounded; observed risk: retrieval term lacks matching context.,,,False
term::term_024::fused_plus_llm_correction,term_rescue_controlled,technical_term_recovery,fr,binary_eccogate,safe_to_apply,controlled_reference,do_not_apply,False,False,True,False,0.666667,0.0,0.666667,0.35,0.4,do_not_apply: binary mapping of proposal-time evidence. needs_review: most inserted tokens are grounded; observed risk: retrieval term lacks matching context.,,,False
term::term_025::no_retrieval,term_rescue_controlled,technical_term_recovery,zh-CN,binary_eccogate,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.166667,0.166667,0.0,0.9,0.05,do_not_apply: the proposal makes no measurable text change.,,,False
term::term_025::exact_glossary,term_rescue_controlled,technical_term_recovery,zh-CN,binary_eccogate,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.166667,0.166667,0.0,0.9,0.05,do_not_apply: the proposal makes no measurable text change.,,,False
term::term_025::fuzzy,term_rescue_controlled,technical_term_recovery,zh-CN,binary_eccogate,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.166667,0.166667,0.0,0.9,0.05,do_not_apply: the proposal makes no measurable text change.,,,False
term::term_025::phonetic_like,term_rescue_controlled,technical_term_recovery,zh-CN,binary_eccogate,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.166667,0.166667,0.0,0.9,0.05,do_not_apply: the proposal makes no measurable text change.,,,False
term::term_025::fused,term_rescue_controlled,technical_term_recovery,zh-CN,binary_eccogate,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.166667,0.166667,0.0,0.9,0.05,do_not_apply: the proposal makes no measurable text change.,,,False
term::term_025::fused_plus_rule_correction,term_rescue_controlled,technical_term_recovery,zh-CN,binary_eccogate,safe_to_apply,controlled_reference,do_not_apply,False,False,True,False,0.166667,0.0,0.166667,0.35,0.4,do_not_apply: binary mapping of proposal-time evidence. needs_review: most inserted tokens are grounded; observed risk: retrieval term lacks matching context.,,,False
term::term_025::fused_plus_llm_correction,term_rescue_controlled,technical_term_recovery,zh-CN,binary_eccogate,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.166667,0.166667,0.0,0.9,0.05,do_not_apply: the proposal makes no measurable text change.,,,False
overlap::overlap_001::no_overlap_awareness_rule,overlap_safety_controlled,single_speaker_safety,en,binary_eccogate,safe_to_apply,controlled_reference,safe_to_apply,True,False,False,True,0.666667,0.0,0.666667,0.9,0.15,"safe_to_apply: binary mapping of proposal-time evidence. accept: retrieval and context support pyannote, speaker diarization, diarization; most inserted tokens are grounded; observed risk: low edit risk.",,,False
overlap::overlap_001::overlap_aware_rule,overlap_safety_controlled,single_speaker_safety,en,binary_eccogate,safe_to_apply,controlled_reference,safe_to_apply,True,False,False,True,0.666667,0.0,0.666667,0.9,0.15,"safe_to_apply: binary mapping of proposal-time evidence. accept: retrieval and context support pyannote, speaker diarization, diarization; most inserted tokens are grounded; observed risk: low edit risk.",,,False
overlap::overlap_001::no_overlap_awareness_llm,overlap_safety_controlled,single_speaker_safety,en,binary_eccogate,safe_to_apply,controlled_reference,safe_to_apply,True,False,False,True,0.666667,0.0,0.666667,0.9,0.15,"safe_to_apply: binary mapping of proposal-time evidence. accept: retrieval and context support pyannote, speaker diarization, diarization; most inserted tokens are grounded; observed risk: low edit risk.",,,False
overlap::overlap_001::overlap_aware_llm,overlap_safety_controlled,single_speaker_safety,en,binary_eccogate,safe_to_apply,controlled_reference,safe_to_apply,True,False,False,True,0.666667,0.0,0.666667,0.9,0.15,"safe_to_apply: binary mapping of proposal-time evidence. accept: retrieval and context support pyannote, speaker diarization, diarization; most inserted tokens are grounded; observed risk: low edit risk.",,,False
overlap::overlap_002::no_overlap_awareness_rule,overlap_safety_controlled,single_speaker_safety,en,binary_eccogate,safe_to_apply,controlled_reference,safe_to_apply,True,False,False,True,0.375,0.0,0.375,0.9,0.05,"safe_to_apply: binary mapping of proposal-time evidence. accept: retrieval and context support WER, DER; most inserted tokens are grounded; observed risk: low edit risk.",,,False
overlap::overlap_002::overlap_aware_rule,overlap_safety_controlled,single_speaker_safety,en,binary_eccogate,safe_to_apply,controlled_reference,safe_to_apply,True,False,False,True,0.375,0.0,0.375,0.9,0.05,"safe_to_apply: binary mapping of proposal-time evidence. accept: retrieval and context support WER, DER; most inserted tokens are grounded; observed risk: low edit risk.",,,False
overlap::overlap_002::no_overlap_awareness_llm,overlap_safety_controlled,single_speaker_safety,en,binary_eccogate,safe_to_apply,controlled_reference,safe_to_apply,True,False,False,True,0.375,0.0,0.375,0.9,0.05,"safe_to_apply: binary mapping of proposal-time evidence. accept: retrieval and context support WER, DER; most inserted tokens are grounded; observed risk: low edit risk.",,,False
overlap::overlap_002::overlap_aware_llm,overlap_safety_controlled,single_speaker_safety,en,binary_eccogate,safe_to_apply,controlled_reference,safe_to_apply,True,False,False,True,0.375,0.0,0.375,0.9,0.05,"safe_to_apply: binary mapping of proposal-time evidence. accept: retrieval and context support WER, DER; most inserted tokens are grounded; observed risk: low edit risk.",,,False
overlap::overlap_003::no_overlap_awareness_rule,overlap_safety_controlled,single_speaker_safety,en,binary_eccogate,safe_to_apply,controlled_reference,safe_to_apply,True,False,False,True,1.666667,0.0,1.666667,0.9,0.25,"safe_to_apply: binary mapping of proposal-time evidence. accept: retrieval and context support faster-whisper, CTranslate2; most inserted tokens are grounded; observed risk: large edit.",,,False
overlap::overlap_003::overlap_aware_rule,overlap_safety_controlled,single_speaker_safety,en,binary_eccogate,safe_to_apply,controlled_reference,safe_to_apply,True,False,False,True,1.666667,0.0,1.666667,0.9,0.25,"safe_to_apply: binary mapping of proposal-time evidence. accept: retrieval and context support faster-whisper, CTranslate2; most inserted tokens are grounded; observed risk: large edit.",,,False
overlap::overlap_003::no_overlap_awareness_llm,overlap_safety_controlled,single_speaker_safety,en,binary_eccogate,safe_to_apply,controlled_reference,safe_to_apply,True,False,False,True,1.666667,0.0,1.666667,0.9,0.25,"safe_to_apply: binary mapping of proposal-time evidence. accept: retrieval and context support faster-whisper, CTranslate2; most inserted tokens are grounded; observed risk: large edit.",,,False
overlap::overlap_003::overlap_aware_llm,overlap_safety_controlled,single_speaker_safety,en,binary_eccogate,safe_to_apply,controlled_reference,safe_to_apply,True,False,False,True,1.666667,0.0,1.666667,0.9,0.25,"safe_to_apply: binary mapping of proposal-time evidence. accept: retrieval and context support faster-whisper, CTranslate2; most inserted tokens are grounded; observed risk: large edit.",,,False
overlap::overlap_004::no_overlap_awareness_rule,overlap_safety_controlled,single_speaker_safety,en,binary_eccogate,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.0,0.0,0.9,0.05,do_not_apply: the proposal makes no measurable text change.,,,False
overlap::overlap_004::overlap_aware_rule,overlap_safety_controlled,single_speaker_safety,en,binary_eccogate,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.0,0.0,0.9,0.05,do_not_apply: the proposal makes no measurable text change.,,,False
overlap::overlap_004::no_overlap_awareness_llm,overlap_safety_controlled,single_speaker_safety,en,binary_eccogate,do_not_apply,controlled_reference,safe_to_apply,False,True,False,True,0.0,0.0,0.0,0.9,0.05,safe_to_apply: binary mapping of proposal-time evidence. accept: the proposal preserves the ASR evidence; observed risk: low edit risk.,,,False
overlap::overlap_004::overlap_aware_llm,overlap_safety_controlled,single_speaker_safety,en,binary_eccogate,do_not_apply,controlled_reference,safe_to_apply,False,True,False,True,0.0,0.0,0.0,0.9,0.05,safe_to_apply: binary mapping of proposal-time evidence. accept: the proposal preserves the ASR evidence; observed risk: low edit risk.,,,False
overlap::overlap_005::no_overlap_awareness_rule,overlap_safety_controlled,single_speaker_safety,en,binary_eccogate,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.0,0.0,0.9,0.05,do_not_apply: the proposal makes no measurable text change.,,,False
overlap::overlap_005::overlap_aware_rule,overlap_safety_controlled,single_speaker_safety,en,binary_eccogate,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.0,0.0,0.9,0.05,do_not_apply: the proposal makes no measurable text change.,,,False
overlap::overlap_005::no_overlap_awareness_llm,overlap_safety_controlled,single_speaker_safety,en,binary_eccogate,do_not_apply,controlled_reference,safe_to_apply,False,True,False,True,0.0,0.0,0.0,0.9,0.05,safe_to_apply: binary mapping of proposal-time evidence. accept: the proposal preserves the ASR evidence; observed risk: low edit risk.,,,False
overlap::overlap_005::overlap_aware_llm,overlap_safety_controlled,single_speaker_safety,en,binary_eccogate,do_not_apply,controlled_reference,safe_to_apply,False,True,False,True,0.0,0.0,0.0,0.9,0.05,safe_to_apply: binary mapping of proposal-time evidence. accept: the proposal preserves the ASR evidence; observed risk: low edit risk.,,,False
overlap::overlap_006::no_overlap_awareness_rule,overlap_safety_controlled,overlap_correction,en,binary_eccogate,safe_to_apply,controlled_reference,do_not_apply,False,False,True,False,0.3,0.0,0.3,0.8,0.42,"do_not_apply: binary mapping of proposal-time evidence. needs_review: retrieval and context support RAG; most inserted tokens are grounded; observed risk: overlap, retrieval term lacks matching context.",,,False
overlap::overlap_006::overlap_aware_rule,overlap_safety_controlled,overlap_correction,en,binary_eccogate,safe_to_apply,controlled_reference,do_not_apply,False,False,True,False,0.3,0.0,0.3,0.8,0.42,"do_not_apply: binary mapping of proposal-time evidence. needs_review: retrieval and context support RAG; most inserted tokens are grounded; observed risk: overlap, retrieval term lacks matching context.",,,False
overlap::overlap_006::no_overlap_awareness_llm,overlap_safety_controlled,overlap_correction,en,binary_eccogate,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.3,0.3,0.0,0.9,0.05,do_not_apply: the proposal makes no measurable text change.,,,False
overlap::overlap_006::overlap_aware_llm,overlap_safety_controlled,overlap_correction,en,binary_eccogate,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.3,0.3,0.0,0.9,0.05,do_not_apply: the proposal makes no measurable text change.,,,False
overlap::overlap_007::no_overlap_awareness_rule,overlap_safety_controlled,overlap_correction,en,binary_eccogate,safe_to_apply,controlled_reference,safe_to_apply,True,False,False,True,0.222222,0.0,0.222222,0.8,0.17,safe_to_apply: binary mapping of proposal-time evidence. accept: retrieval and context support pyannote; most inserted tokens are grounded; observed risk: overlap.,,,False
overlap::overlap_007::overlap_aware_rule,overlap_safety_controlled,overlap_correction,en,binary_eccogate,safe_to_apply,controlled_reference,safe_to_apply,True,False,False,True,0.222222,0.0,0.222222,0.8,0.17,safe_to_apply: binary mapping of proposal-time evidence. accept: retrieval and context support pyannote; most inserted tokens are grounded; observed risk: overlap.,,,False
overlap::overlap_007::no_overlap_awareness_llm,overlap_safety_controlled,overlap_correction,en,binary_eccogate,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.222222,0.222222,0.0,0.9,0.05,do_not_apply: the proposal makes no measurable text change.,,,False
overlap::overlap_007::overlap_aware_llm,overlap_safety_controlled,overlap_correction,en,binary_eccogate,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.222222,0.222222,0.0,0.9,0.05,do_not_apply: the proposal makes no measurable text change.,,,False
overlap::overlap_008::no_overlap_awareness_rule,overlap_safety_controlled,overlap_correction,en,binary_eccogate,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.0,0.0,0.9,0.05,do_not_apply: the proposal makes no measurable text change.,,,False
overlap::overlap_008::overlap_aware_rule,overlap_safety_controlled,overlap_correction,en,binary_eccogate,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.0,0.0,0.9,0.05,do_not_apply: the proposal makes no measurable text change.,,,False
overlap::overlap_008::no_overlap_awareness_llm,overlap_safety_controlled,overlap_correction,en,binary_eccogate,do_not_apply,controlled_reference,safe_to_apply,False,True,False,True,0.0,0.0,0.0,0.9,0.17,safe_to_apply: binary mapping of proposal-time evidence. accept: the proposal preserves the ASR evidence; observed risk: overlap.,,,False
overlap::overlap_008::overlap_aware_llm,overlap_safety_controlled,overlap_correction,en,binary_eccogate,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.0,0.0,0.9,0.05,do_not_apply: the proposal makes no measurable text change.,,,False
overlap::overlap_009::no_overlap_awareness_rule,overlap_safety_controlled,heavy_overlap,en,binary_eccogate,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.0,0.0,0.9,0.05,do_not_apply: the proposal makes no measurable text change.,,,False
overlap::overlap_009::overlap_aware_rule,overlap_safety_controlled,heavy_overlap,en,binary_eccogate,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.0,0.0,0.9,0.05,do_not_apply: the proposal makes no measurable text change.,,,False
overlap::overlap_009::no_overlap_awareness_llm,overlap_safety_controlled,heavy_overlap,en,binary_eccogate,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.0,0.0,0.9,0.05,do_not_apply: the proposal makes no measurable text change.,,,False
overlap::overlap_009::overlap_aware_llm,overlap_safety_controlled,heavy_overlap,en,binary_eccogate,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.0,0.0,0.9,0.05,do_not_apply: the proposal makes no measurable text change.,,,False
overlap::overlap_010::no_overlap_awareness_rule,overlap_safety_controlled,heavy_overlap,en,binary_eccogate,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.2,-0.2,0.8,0.93,"do_not_apply: binary mapping of proposal-time evidence. reject: retrieval and context support WER; most inserted tokens are grounded; observed risk: overlap, heavy overlap, speaker ambiguity, partial utterance.",,,False
overlap::overlap_010::overlap_aware_rule,overlap_safety_controlled,heavy_overlap,en,binary_eccogate,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.0,0.0,0.9,0.05,do_not_apply: the proposal makes no measurable text change.,,,False
overlap::overlap_010::no_overlap_awareness_llm,overlap_safety_controlled,heavy_overlap,en,binary_eccogate,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.0,0.0,0.9,0.05,do_not_apply: the proposal makes no measurable text change.,,,False
overlap::overlap_010::overlap_aware_llm,overlap_safety_controlled,heavy_overlap,en,binary_eccogate,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.0,0.0,0.9,0.05,do_not_apply: the proposal makes no measurable text change.,,,False
overlap::overlap_011::no_overlap_awareness_rule,overlap_safety_controlled,heavy_overlap,en,binary_eccogate,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.666667,-0.666667,0.35,1.0,"do_not_apply: binary mapping of proposal-time evidence. reject: most inserted tokens are grounded; observed risk: overlap, heavy overlap, speaker ambiguity, partial utterance, large edit, retrieval term lacks matching context.",,,False
overlap::overlap_011::overlap_aware_rule,overlap_safety_controlled,heavy_overlap,en,binary_eccogate,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.0,0.0,0.9,0.05,do_not_apply: the proposal makes no measurable text change.,,,False
overlap::overlap_011::no_overlap_awareness_llm,overlap_safety_controlled,heavy_overlap,en,binary_eccogate,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.0,0.0,0.9,0.05,do_not_apply: the proposal makes no measurable text change.,,,False
overlap::overlap_011::overlap_aware_llm,overlap_safety_controlled,heavy_overlap,en,binary_eccogate,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.0,0.0,0.9,0.05,do_not_apply: the proposal makes no measurable text change.,,,False
overlap::overlap_012::no_overlap_awareness_rule,overlap_safety_controlled,overlap_correction,en,binary_eccogate,safe_to_apply,controlled_reference,safe_to_apply,True,False,False,True,0.666667,0.0,0.666667,0.9,0.27,"safe_to_apply: binary mapping of proposal-time evidence. accept: retrieval and context support pyannote, diarization; most inserted tokens are grounded; observed risk: overlap.",,,False
overlap::overlap_012::overlap_aware_rule,overlap_safety_controlled,overlap_correction,en,binary_eccogate,safe_to_apply,controlled_reference,safe_to_apply,True,False,False,True,0.666667,0.0,0.666667,0.9,0.27,"safe_to_apply: binary mapping of proposal-time evidence. accept: retrieval and context support pyannote, diarization; most inserted tokens are grounded; observed risk: overlap.",,,False
overlap::overlap_012::no_overlap_awareness_llm,overlap_safety_controlled,overlap_correction,en,binary_eccogate,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.666667,0.666667,0.0,0.9,0.05,do_not_apply: the proposal makes no measurable text change.,,,False
overlap::overlap_012::overlap_aware_llm,overlap_safety_controlled,overlap_correction,en,binary_eccogate,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.666667,0.666667,0.0,0.9,0.05,do_not_apply: the proposal makes no measurable text change.,,,False
overlap::overlap_013::no_overlap_awareness_rule,overlap_safety_controlled,overlap_correction,en,binary_eccogate,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.0,0.0,0.9,0.05,do_not_apply: the proposal makes no measurable text change.,,,False
overlap::overlap_013::overlap_aware_rule,overlap_safety_controlled,overlap_correction,en,binary_eccogate,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.0,0.0,0.9,0.05,do_not_apply: the proposal makes no measurable text change.,,,False
overlap::overlap_013::no_overlap_awareness_llm,overlap_safety_controlled,overlap_correction,en,binary_eccogate,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.0,0.0,0.9,0.05,do_not_apply: the proposal makes no measurable text change.,,,False
overlap::overlap_013::overlap_aware_llm,overlap_safety_controlled,overlap_correction,en,binary_eccogate,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.0,0.0,0.9,0.05,do_not_apply: the proposal makes no measurable text change.,,,False
overlap::overlap_014::no_overlap_awareness_rule,overlap_safety_controlled,single_speaker_safety,en,binary_eccogate,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.0,0.0,0.9,0.05,do_not_apply: the proposal makes no measurable text change.,,,False
overlap::overlap_014::overlap_aware_rule,overlap_safety_controlled,single_speaker_safety,en,binary_eccogate,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.0,0.0,0.9,0.05,do_not_apply: the proposal makes no measurable text change.,,,False
overlap::overlap_014::no_overlap_awareness_llm,overlap_safety_controlled,single_speaker_safety,en,binary_eccogate,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.0,0.0,0.9,0.05,do_not_apply: the proposal makes no measurable text change.,,,False
overlap::overlap_014::overlap_aware_llm,overlap_safety_controlled,single_speaker_safety,en,binary_eccogate,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.0,0.0,0.9,0.05,do_not_apply: the proposal makes no measurable text change.,,,False
overlap::overlap_015::no_overlap_awareness_rule,overlap_safety_controlled,single_speaker_safety,en,binary_eccogate,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.0,0.0,0.9,0.05,do_not_apply: the proposal makes no measurable text change.,,,False
overlap::overlap_015::overlap_aware_rule,overlap_safety_controlled,single_speaker_safety,en,binary_eccogate,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.0,0.0,0.9,0.05,do_not_apply: the proposal makes no measurable text change.,,,False
overlap::overlap_015::no_overlap_awareness_llm,overlap_safety_controlled,single_speaker_safety,en,binary_eccogate,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.0,0.0,0.9,0.05,do_not_apply: the proposal makes no measurable text change.,,,False
overlap::overlap_015::overlap_aware_llm,overlap_safety_controlled,single_speaker_safety,en,binary_eccogate,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.0,0.0,0.9,0.05,do_not_apply: the proposal makes no measurable text change.,,,False
overlap::overlap_016::no_overlap_awareness_rule,overlap_safety_controlled,overlap_correction,en,binary_eccogate,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.0,0.0,0.9,0.05,do_not_apply: the proposal makes no measurable text change.,,,False
overlap::overlap_016::overlap_aware_rule,overlap_safety_controlled,overlap_correction,en,binary_eccogate,do_not_apply,controlled_reference,do_not_apply,True,False,False,False,0.0,0.0,0.0,0.9,0.05,do_not_apply: the proposal makes no measurable text change.,,,False
