example_id,source_experiment,case_id,variant,raw_text,corrected_text,reference_text,expected_label,label_reason,label_ambiguous,safety_pass,needs_review,correction_rejected,unsupported_change_count,forbidden_change_count,invented_content,speaker_attribution_changed,overlap,uncertainty_level,language,notes,template_group,is_augmented,retrieved_candidates,applied_corrections,expected_terms,true_positive_terms,false_positive_terms,missed_terms,api_used,retrieval_candidate_count,applied_correction_count,expected_term_count,true_positive_term_count,false_positive_term_count,missed_term_count,term_precision,term_recall,term_f1,text_error_before,text_error_after,error_delta,num_changed_tokens,changed_token_ratio,edit_distance_ratio,overlap_flag,heavy_overlap_flag,uncertainty_score,needs_review_input_flag,correction_rejected_input_flag,unsupported_change_count,forbidden_change_count,invented_content_flag,speaker_attribution_changed_flag,api_used_flag,llm_variant_flag,rule_variant_flag,negative_control_flag,context_risk_score
term_rescue__term_012__fuzzy__0080,term_rescue,term_012,fuzzy,we use overlap aware correction for cross talk,we use overlap aware correction for cross talk,we use overlap-aware correction for cross talk,accept,supported correction or safe preservation,False,True,False,False,0.0,0.0,False,False,False,low,en,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fuzzy.,term_rescue:term_012,False,"[""overlap-aware correction""]",[],"[""overlap-aware correction""]","[""overlap-aware correction""]",[],[],False,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.285714,0.285714,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
term_rescue__term_012__phonetic_like__0081,term_rescue,term_012,phonetic_like,we use overlap aware correction for cross talk,we use overlap aware correction for cross talk,we use overlap-aware correction for cross talk,accept,supported correction or safe preservation,False,True,False,False,0.0,0.0,False,False,False,low,en,Controlled text fixture; not public audio or measured ASR. Retrieval variant=phonetic_like.,term_rescue:term_012,False,"[""overlap-aware correction""]",[],"[""overlap-aware correction""]","[""overlap-aware correction""]",[],[],False,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.285714,0.285714,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
term_rescue__term_012__fused__0082,term_rescue,term_012,fused,we use overlap aware correction for cross talk,we use overlap aware correction for cross talk,we use overlap-aware correction for cross talk,accept,supported correction or safe preservation,False,True,False,False,0.0,0.0,False,False,False,low,en,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fused.,term_rescue:term_012,False,"[""overlap-aware correction""]",[],"[""overlap-aware correction""]","[""overlap-aware correction""]",[],[],False,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.285714,0.285714,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
term_rescue__term_012__fused_plus_rule_correction__0083,term_rescue,term_012,fused_plus_rule_correction,we use overlap aware correction for cross talk,we use overlap-aware correction for cross talk,we use overlap-aware correction for cross talk,accept,supported correction or safe preservation,False,True,False,False,0.0,0.0,False,False,False,low,en,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fused_plus_rule_correction.,term_rescue:term_012,False,"[""overlap-aware correction""]","[""overlap aware correction -> overlap-aware correction""]","[""overlap-aware correction""]","[""overlap-aware correction""]",[],[],False,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.285714,0.0,0.285714,2.0,0.25,0.021739130434782608,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05
term_rescue__term_012__fused_plus_llm_correction__0084,term_rescue,term_012,fused_plus_llm_correction,we use overlap aware correction for cross talk,We use overlap-aware correction for cross talk.,we use overlap-aware correction for cross talk,accept,supported correction or safe preservation,False,True,False,False,0.0,0.0,False,False,False,low,en,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fused_plus_llm_correction. Strict real LLM mode; no silent rule fallback.,term_rescue:term_012,False,"[""overlap-aware correction""]","[""overlap aware correction -> overlap-aware correction""]","[""overlap-aware correction""]","[""overlap-aware correction""]",[],[],True,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.285714,0.0,0.285714,2.0,0.25,0.06382978723404255,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.05
term_rescue__term_013__no_retrieval__0085,term_rescue,term_013,no_retrieval,faster whisper runs the ASR model on CPU,faster whisper runs the ASR model on CPU,faster-whisper runs the ASR model on CPU,needs_review,supported target remains unresolved,True,True,False,False,0.0,0.0,False,False,False,low,en,Controlled text fixture; not public audio or measured ASR. Retrieval variant=no_retrieval.,term_rescue:term_013,False,[],[],"[""faster-whisper""]",[],[],"[""faster-whisper""]",False,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.285714,0.285714,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
term_rescue__term_013__exact_glossary__0086,term_rescue,term_013,exact_glossary,faster whisper runs the ASR model on CPU,faster whisper runs the ASR model on CPU,faster-whisper runs the ASR model on CPU,accept,supported correction or safe preservation,False,True,False,False,0.0,0.0,False,False,False,low,en,Controlled text fixture; not public audio or measured ASR. Retrieval variant=exact_glossary.,term_rescue:term_013,False,"[""faster-whisper"", ""Whisper""]",[],"[""faster-whisper""]","[""faster-whisper"", ""Whisper""]",[],[],False,2.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.285714,0.285714,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
term_rescue__term_013__fuzzy__0087,term_rescue,term_013,fuzzy,faster whisper runs the ASR model on CPU,faster whisper runs the ASR model on CPU,faster-whisper runs the ASR model on CPU,accept,supported correction or safe preservation,False,True,False,False,0.0,0.0,False,False,False,low,en,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fuzzy.,term_rescue:term_013,False,"[""faster-whisper"", ""Whisper""]",[],"[""faster-whisper""]","[""faster-whisper"", ""Whisper""]",[],[],False,2.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.285714,0.285714,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
term_rescue__term_013__phonetic_like__0088,term_rescue,term_013,phonetic_like,faster whisper runs the ASR model on CPU,faster whisper runs the ASR model on CPU,faster-whisper runs the ASR model on CPU,accept,supported correction or safe preservation,False,True,False,False,0.0,0.0,False,False,False,low,en,Controlled text fixture; not public audio or measured ASR. Retrieval variant=phonetic_like.,term_rescue:term_013,False,"[""faster-whisper"", ""Whisper""]",[],"[""faster-whisper""]","[""faster-whisper"", ""Whisper""]",[],[],False,2.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.285714,0.285714,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
term_rescue__term_013__fused__0089,term_rescue,term_013,fused,faster whisper runs the ASR model on CPU,faster whisper runs the ASR model on CPU,faster-whisper runs the ASR model on CPU,accept,supported correction or safe preservation,False,True,False,False,0.0,0.0,False,False,False,low,en,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fused.,term_rescue:term_013,False,"[""faster-whisper"", ""Whisper""]",[],"[""faster-whisper""]","[""faster-whisper"", ""Whisper""]",[],[],False,2.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.285714,0.285714,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
term_rescue__term_013__fused_plus_rule_correction__0090,term_rescue,term_013,fused_plus_rule_correction,faster whisper runs the ASR model on CPU,faster-Whisper runs the ASR model on CPU,faster-whisper runs the ASR model on CPU,accept,supported correction or safe preservation,False,True,False,False,0.0,0.0,False,False,False,low,en,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fused_plus_rule_correction.,term_rescue:term_013,False,"[""faster-whisper"", ""Whisper""]","[""faster whisper -> faster-whisper""]","[""faster-whisper""]","[""faster-whisper"", ""Whisper""]",[],[],False,2.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.285714,0.0,0.285714,2.0,0.25,0.05,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05
term_rescue__term_013__fused_plus_llm_correction__0091,term_rescue,term_013,fused_plus_llm_correction,faster whisper runs the ASR model on CPU,Faster-Whisper runs the ASR model on CPU.,faster-whisper runs the ASR model on CPU,accept,supported correction or safe preservation,False,True,False,False,0.0,0.0,False,False,False,low,en,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fused_plus_llm_correction. Strict real LLM mode; no silent rule fallback.,term_rescue:term_013,False,"[""faster-whisper"", ""Whisper""]","[""faster whisper -> faster-whisper""]","[""faster-whisper""]","[""faster-whisper"", ""Whisper""]",[],[],True,2.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.285714,0.0,0.285714,2.0,0.25,0.0975609756097561,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.05
term_rescue__term_014__no_retrieval__0092,term_rescue,term_014,no_retrieval,the whisper model produces word timestamps,the whisper model produces word timestamps,the Whisper model produces word timestamps,needs_review,supported target remains unresolved,True,True,False,False,0.0,0.0,False,False,False,low,en,Controlled text fixture; not public audio or measured ASR. Retrieval variant=no_retrieval.,term_rescue:term_014,False,[],[],"[""Whisper""]",[],[],"[""Whisper""]",False,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
term_rescue__term_014__exact_glossary__0093,term_rescue,term_014,exact_glossary,the whisper model produces word timestamps,the whisper model produces word timestamps,the Whisper model produces word timestamps,accept,supported correction or safe preservation,False,True,False,False,0.0,0.0,False,False,False,low,en,Controlled text fixture; not public audio or measured ASR. Retrieval variant=exact_glossary.,term_rescue:term_014,False,"[""Whisper""]",[],"[""Whisper""]","[""Whisper""]",[],[],False,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
term_rescue__term_014__fuzzy__0094,term_rescue,term_014,fuzzy,the whisper model produces word timestamps,the whisper model produces word timestamps,the Whisper model produces word timestamps,accept,supported correction or safe preservation,False,True,False,False,0.0,0.0,False,False,False,low,en,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fuzzy.,term_rescue:term_014,False,"[""Whisper""]",[],"[""Whisper""]","[""Whisper""]",[],[],False,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
term_rescue__term_014__phonetic_like__0095,term_rescue,term_014,phonetic_like,the whisper model produces word timestamps,the whisper model produces word timestamps,the Whisper model produces word timestamps,accept,supported correction or safe preservation,False,True,False,False,0.0,0.0,False,False,False,low,en,Controlled text fixture; not public audio or measured ASR. Retrieval variant=phonetic_like.,term_rescue:term_014,False,"[""Whisper""]",[],"[""Whisper""]","[""Whisper""]",[],[],False,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
term_rescue__term_014__fused__0096,term_rescue,term_014,fused,the whisper model produces word timestamps,the whisper model produces word timestamps,the Whisper model produces word timestamps,accept,supported correction or safe preservation,False,True,False,False,0.0,0.0,False,False,False,low,en,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fused.,term_rescue:term_014,False,"[""Whisper""]",[],"[""Whisper""]","[""Whisper""]",[],[],False,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
term_rescue__term_014__fused_plus_rule_correction__0097,term_rescue,term_014,fused_plus_rule_correction,the whisper model produces word timestamps,the Whisper model produces word timestamps,the Whisper model produces word timestamps,accept,supported correction or safe preservation,False,True,False,False,0.0,0.0,False,False,False,low,en,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fused_plus_rule_correction.,term_rescue:term_014,False,"[""Whisper""]","[""whisper -> Whisper""]","[""Whisper""]","[""Whisper""]",[],[],False,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.023809523809523808,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05
term_rescue__term_014__fused_plus_llm_correction__0098,term_rescue,term_014,fused_plus_llm_correction,the whisper model produces word timestamps,The Whisper model produces word timestamps.,the Whisper model produces word timestamps,accept,supported correction or safe preservation,False,True,False,False,0.0,0.0,False,False,False,low,en,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fused_plus_llm_correction. Strict real LLM mode; no silent rule fallback.,term_rescue:term_014,False,"[""Whisper""]","[""whisper -> Whisper""]","[""Whisper""]","[""Whisper""]",[],[],True,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.06976744186046512,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.05
term_rescue__term_015__no_retrieval__0099,term_rescue,term_015,no_retrieval,c translate two provides quantized inference,c translate two provides quantized inference,CTranslate2 provides quantized inference,needs_review,supported target remains unresolved,True,True,False,False,0.0,0.0,False,False,False,low,en,Controlled text fixture; not public audio or measured ASR. Retrieval variant=no_retrieval.,term_rescue:term_015,False,[],[],"[""CTranslate2""]",[],[],"[""CTranslate2""]",False,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
term_rescue__term_015__exact_glossary__0100,term_rescue,term_015,exact_glossary,c translate two provides quantized inference,c translate two provides quantized inference,CTranslate2 provides quantized inference,accept,supported correction or safe preservation,False,True,False,False,0.0,0.0,False,False,False,low,en,Controlled text fixture; not public audio or measured ASR. Retrieval variant=exact_glossary.,term_rescue:term_015,False,"[""CTranslate2""]",[],"[""CTranslate2""]","[""CTranslate2""]",[],[],False,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
term_rescue__term_015__fuzzy__0101,term_rescue,term_015,fuzzy,c translate two provides quantized inference,c translate two provides quantized inference,CTranslate2 provides quantized inference,accept,supported correction or safe preservation,False,True,False,False,0.0,0.0,False,False,False,low,en,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fuzzy.,term_rescue:term_015,False,"[""CTranslate2""]",[],"[""CTranslate2""]","[""CTranslate2""]",[],[],False,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
term_rescue__term_015__phonetic_like__0102,term_rescue,term_015,phonetic_like,c translate two provides quantized inference,c translate two provides quantized inference,CTranslate2 provides quantized inference,accept,supported correction or safe preservation,False,True,False,False,0.0,0.0,False,False,False,low,en,Controlled text fixture; not public audio or measured ASR. Retrieval variant=phonetic_like.,term_rescue:term_015,False,"[""CTranslate2""]",[],"[""CTranslate2""]","[""CTranslate2""]",[],[],False,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
term_rescue__term_015__fused__0103,term_rescue,term_015,fused,c translate two provides quantized inference,c translate two provides quantized inference,CTranslate2 provides quantized inference,accept,supported correction or safe preservation,False,True,False,False,0.0,0.0,False,False,False,low,en,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fused.,term_rescue:term_015,False,"[""CTranslate2""]",[],"[""CTranslate2""]","[""CTranslate2""]",[],[],False,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
term_rescue__term_015__fused_plus_rule_correction__0104,term_rescue,term_015,fused_plus_rule_correction,c translate two provides quantized inference,CTranslate2 provides quantized inference,CTranslate2 provides quantized inference,accept,supported correction or safe preservation,False,True,False,False,0.0,0.0,False,False,False,low,en,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fused_plus_rule_correction.,term_rescue:term_015,False,"[""CTranslate2""]","[""c translate two -> CTranslate2""]","[""CTranslate2""]","[""CTranslate2""]",[],[],False,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.75,0.0,0.75,3.0,0.5,0.1590909090909091,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05
term_rescue__term_015__fused_plus_llm_correction__0105,term_rescue,term_015,fused_plus_llm_correction,c translate two provides quantized inference,CTranslate2 provides quantized inference,CTranslate2 provides quantized inference,accept,supported correction or safe preservation,False,True,False,False,0.0,0.0,False,False,False,low,en,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fused_plus_llm_correction. Strict real LLM mode; no silent rule fallback.,term_rescue:term_015,False,"[""CTranslate2""]","[""c translate two -> CTranslate2""]","[""CTranslate2""]","[""CTranslate2""]",[],[],True,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.75,0.0,0.75,3.0,0.5,0.1590909090909091,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.05
term_rescue__term_016__no_retrieval__0106,term_rescue,term_016,no_retrieval,q when is the optional correction model,q when is the optional correction model,Qwen is the optional correction model,needs_review,supported target remains unresolved,True,True,False,False,0.0,0.0,False,False,False,low,en,Controlled text fixture; not public audio or measured ASR. Retrieval variant=no_retrieval.,term_rescue:term_016,False,[],[],"[""Qwen""]",[],[],"[""Qwen""]",False,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.333333,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
term_rescue__term_016__exact_glossary__0107,term_rescue,term_016,exact_glossary,q when is the optional correction model,q when is the optional correction model,Qwen is the optional correction model,accept,supported correction or safe preservation,False,True,False,False,0.0,0.0,False,False,False,low,en,Controlled text fixture; not public audio or measured ASR. Retrieval variant=exact_glossary.,term_rescue:term_016,False,"[""Qwen""]",[],"[""Qwen""]","[""Qwen""]",[],[],False,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.333333,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
term_rescue__term_016__fuzzy__0108,term_rescue,term_016,fuzzy,q when is the optional correction model,q when is the optional correction model,Qwen is the optional correction model,accept,supported correction or safe preservation,False,True,False,False,0.0,0.0,False,False,False,low,en,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fuzzy.,term_rescue:term_016,False,"[""Qwen""]",[],"[""Qwen""]","[""Qwen""]",[],[],False,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.333333,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
term_rescue__term_016__phonetic_like__0109,term_rescue,term_016,phonetic_like,q when is the optional correction model,q when is the optional correction model,Qwen is the optional correction model,accept,supported correction or safe preservation,False,True,False,False,0.0,0.0,False,False,False,low,en,Controlled text fixture; not public audio or measured ASR. Retrieval variant=phonetic_like.,term_rescue:term_016,False,"[""Qwen""]",[],"[""Qwen""]","[""Qwen""]",[],[],False,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.333333,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
term_rescue__term_016__fused__0110,term_rescue,term_016,fused,q when is the optional correction model,q when is the optional correction model,Qwen is the optional correction model,accept,supported correction or safe preservation,False,True,False,False,0.0,0.0,False,False,False,low,en,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fused.,term_rescue:term_016,False,"[""Qwen""]",[],"[""Qwen""]","[""Qwen""]",[],[],False,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.333333,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
term_rescue__term_016__fused_plus_rule_correction__0111,term_rescue,term_016,fused_plus_rule_correction,q when is the optional correction model,Qwen is the optional correction model,Qwen is the optional correction model,accept,supported correction or safe preservation,False,True,False,False,0.0,0.0,False,False,False,low,en,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fused_plus_rule_correction.,term_rescue:term_016,False,"[""Qwen""]","[""q when -> Qwen""]","[""Qwen""]","[""Qwen""]",[],[],False,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.333333,0.0,0.333333,2.0,0.2857142857142857,0.07692307692307693,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05
term_rescue__term_016__fused_plus_llm_correction__0112,term_rescue,term_016,fused_plus_llm_correction,q when is the optional correction model,Qwen is the optional correction model,Qwen is the optional correction model,accept,supported correction or safe preservation,False,True,False,False,0.0,0.0,False,False,False,low,en,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fused_plus_llm_correction. Strict real LLM mode; no silent rule fallback.,term_rescue:term_016,False,"[""Qwen""]","[""q when -> Qwen""]","[""Qwen""]","[""Qwen""]",[],[],True,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.333333,0.0,0.333333,2.0,0.2857142857142857,0.07692307692307693,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.05
term_rescue__term_017__no_retrieval__0113,term_rescue,term_017,no_retrieval,the tag speech paper motivates temporal anchors,the tag speech paper motivates temporal anchors,the TagSpeech paper motivates temporal anchors,needs_review,supported target remains unresolved,True,True,False,False,0.0,0.0,False,False,False,low,en,Controlled text fixture; not public audio or measured ASR. Retrieval variant=no_retrieval.,term_rescue:term_017,False,[],[],"[""TagSpeech"", ""temporal anchor""]",[],[],"[""TagSpeech"", ""temporal anchor""]",False,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.333333,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
term_rescue__term_017__exact_glossary__0114,term_rescue,term_017,exact_glossary,the tag speech paper motivates temporal anchors,the tag speech paper motivates temporal anchors,the TagSpeech paper motivates temporal anchors,needs_review,supported target remains unresolved,True,True,False,False,0.0,0.0,False,False,False,low,en,Controlled text fixture; not public audio or measured ASR. Retrieval variant=exact_glossary.,term_rescue:term_017,False,"[""TagSpeech""]",[],"[""TagSpeech"", ""temporal anchor""]","[""TagSpeech""]",[],"[""temporal anchor""]",False,1.0,0.0,2.0,1.0,0.0,1.0,1.0,0.5,0.666667,0.333333,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
term_rescue__term_017__fuzzy__0115,term_rescue,term_017,fuzzy,the tag speech paper motivates temporal anchors,the tag speech paper motivates temporal anchors,the TagSpeech paper motivates temporal anchors,accept,supported correction or safe preservation,False,True,False,False,0.0,0.0,False,False,False,low,en,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fuzzy.,term_rescue:term_017,False,"[""TagSpeech"", ""temporal anchor""]",[],"[""TagSpeech"", ""temporal anchor""]","[""TagSpeech"", ""temporal anchor""]",[],[],False,2.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,0.333333,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
term_rescue__term_017__phonetic_like__0116,term_rescue,term_017,phonetic_like,the tag speech paper motivates temporal anchors,the tag speech paper motivates temporal anchors,the TagSpeech paper motivates temporal anchors,accept,supported correction or safe preservation,False,True,False,False,0.0,0.0,False,False,False,low,en,Controlled text fixture; not public audio or measured ASR. Retrieval variant=phonetic_like.,term_rescue:term_017,False,"[""TagSpeech"", ""temporal anchor""]",[],"[""TagSpeech"", ""temporal anchor""]","[""TagSpeech"", ""temporal anchor""]",[],[],False,2.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,0.333333,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
term_rescue__term_017__fused__0117,term_rescue,term_017,fused,the tag speech paper motivates temporal anchors,the tag speech paper motivates temporal anchors,the TagSpeech paper motivates temporal anchors,accept,supported correction or safe preservation,False,True,False,False,0.0,0.0,False,False,False,low,en,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fused.,term_rescue:term_017,False,"[""TagSpeech"", ""temporal anchor""]",[],"[""TagSpeech"", ""temporal anchor""]","[""TagSpeech"", ""temporal anchor""]",[],[],False,2.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,0.333333,0.333333,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
term_rescue__term_017__fused_plus_rule_correction__0118,term_rescue,term_017,fused_plus_rule_correction,the tag speech paper motivates temporal anchors,the TagSpeech paper motivates temporal anchors,the TagSpeech paper motivates temporal anchors,accept,supported correction or safe preservation,False,True,False,False,0.0,0.0,False,False,False,low,en,Controlled text fixture; not public audio or measured ASR. Retrieval variant=fused_plus_rule_correction.,term_rescue:term_017,False,"[""TagSpeech"", ""temporal anchor""]","[""tag speech -> TagSpeech""]","[""TagSpeech"", ""temporal anchor""]","[""TagSpeech"", ""temporal anchor""]",[],[],False,2.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,0.333333,0.0,0.333333,2.0,0.2857142857142857,0.06382978723404255,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05
