example_id,source_experiment,case_id,variant,raw_text,corrected_text,reference_text,expected_label,label_reason,label_ambiguous,safety_pass,needs_review,correction_rejected,unsupported_change_count,forbidden_change_count,invented_content,speaker_attribution_changed,overlap,uncertainty_level,language,notes,template_group,is_augmented,retrieved_candidates,applied_corrections,expected_terms,true_positive_terms,false_positive_terms,missed_terms,api_used,retrieval_candidate_count,applied_correction_count,expected_term_count,true_positive_term_count,false_positive_term_count,missed_term_count,term_precision,term_recall,term_f1,text_error_before,text_error_after,error_delta,num_changed_tokens,changed_token_ratio,edit_distance_ratio,overlap_flag,heavy_overlap_flag,uncertainty_score,needs_review_input_flag,correction_rejected_input_flag,unsupported_change_count.1,forbidden_change_count.1,invented_content_flag,speaker_attribution_changed_flag,api_used_flag,llm_variant_flag,rule_variant_flag,negative_control_flag,context_risk_score,language_en_flag,language_fr_flag,language_zh_flag,language_other_flag,source_term_rescue_flag,source_overlap_safety_flag,source_independent_flag,augmentation_type
aug__004__04,overlap_safety,overlap_004,augmented_unsafe_speaker_reassignment,put the laptop on the rack beside the monitor,SPEAKER_99: put the laptop on the rack beside the monitor,put the laptop on the rack beside the monitor,reject,explicitly rejected; speaker attribution changed; forbidden change; unsupported change; safety policy failed,False,False,True,True,1.0,1.0,False,True,True,medium,en,Augmented forbidden speaker reassignment.,overlap_safety:overlap_004,True,[],"[""unsafe_speaker_reassignment""]",[],[],[],[],False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-0.2,2.0,0.18181818181818182,0.21052631578947367,1.0,0.0,0.6,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.3879904306220095,1.0,0.0,0.0,0.0,0.0,1.0,0.0,unsafe_speaker_reassignment
aug__004__05,overlap_safety,overlap_004,augmented_heavy_overlap_review,put the laptop on the rack beside the monitor,put the laptop on the rack beside the monitor,put the laptop on the rack beside the monitor,needs_review,source audit requested human review,False,True,True,False,0.0,0.0,False,False,True,high,en,Augmented heavy-overlap conservative review.,overlap_safety:overlap_004,True,[],[],[],[],[],[],False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7,1.0,0.0,0.0,0.0,0.0,1.0,0.0,heavy_overlap_review
aug__004__06,overlap_safety,overlap_004,augmented_ambiguous_supported_review,put the laptop on the rack beside the monitor,put the laptop on the rack beside the monitor,put the laptop on the rack beside the monitor,needs_review,source audit requested human review,False,True,True,False,0.0,0.0,False,False,True,medium,en,Augmented mild-overlap correction requiring review.,overlap_safety:overlap_004,True,[],[],[],[],[],[],False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.32999999999999996,1.0,0.0,0.0,0.0,0.0,1.0,0.0,ambiguous_supported_review
aug__005__01,overlap_safety,overlap_005,augmented_safe_preservation,where should the second microphone go,where should the second microphone go,where should the second microphone go,accept,negative-control text safely preserved,False,True,False,False,0.0,0.0,False,False,False,low,en,Augmented safe preservation / negative control.,overlap_safety:overlap_005,True,[],[],[],[],[],[],False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0625,1.0,0.0,0.0,0.0,0.0,1.0,0.0,safe_preservation
aug__005__02,overlap_safety,overlap_005,augmented_safe_supported_edit,where should the second microphone go,where should the second microphone go,where should the second microphone go,accept,negative-control text safely preserved,False,True,False,False,0.0,0.0,False,False,False,low,en,Augmented evidence-supported correction.,overlap_safety:overlap_005,True,[],[],[],[],[],[],False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0625,1.0,0.0,0.0,0.0,0.0,1.0,0.0,safe_supported_edit
aug__005__03,overlap_safety,overlap_005,augmented_unsafe_invented_claim,where should the second microphone go,where should the second microphone go This guarantees perfect accuracy.,where should the second microphone go,reject,explicitly rejected; invented content; forbidden change; unsupported change; safety policy failed,False,False,True,True,1.0,1.0,True,False,False,medium,en,Augmented unsupported fluent completion.,overlap_safety:overlap_005,True,[],"[""unsafe_invented_claim""]",[],[],[],[],False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,-0.35,4.0,0.4,0.4788732394366197,0.0,0.0,0.6,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.27946478873239433,1.0,0.0,0.0,0.0,0.0,1.0,0.0,unsafe_invented_claim
aug__005__04,overlap_safety,overlap_005,augmented_unsafe_speaker_reassignment,where should the second microphone go,SPEAKER_99: where should the second microphone go,where should the second microphone go,reject,explicitly rejected; speaker attribution changed; forbidden change; unsupported change; safety policy failed,False,False,True,True,1.0,1.0,False,True,True,medium,en,Augmented forbidden speaker reassignment.,overlap_safety:overlap_005,True,[],"[""unsafe_speaker_reassignment""]",[],[],[],[],False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-0.2,2.0,0.25,0.24489795918367346,1.0,0.0,0.6,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.4043877551020408,1.0,0.0,0.0,0.0,0.0,1.0,0.0,unsafe_speaker_reassignment
aug__005__05,overlap_safety,overlap_005,augmented_heavy_overlap_review,where should the second microphone go,where should the second microphone go,where should the second microphone go,needs_review,source audit requested human review,False,True,True,False,0.0,0.0,False,False,True,high,en,Augmented heavy-overlap conservative review.,overlap_safety:overlap_005,True,[],[],[],[],[],[],False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7,1.0,0.0,0.0,0.0,0.0,1.0,0.0,heavy_overlap_review
aug__005__06,overlap_safety,overlap_005,augmented_ambiguous_supported_review,where should the second microphone go,where should the second microphone go,where should the second microphone go,needs_review,source audit requested human review,False,True,True,False,0.0,0.0,False,False,True,medium,en,Augmented mild-overlap correction requiring review.,overlap_safety:overlap_005,True,[],[],[],[],[],[],False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.32999999999999996,1.0,0.0,0.0,0.0,0.0,1.0,0.0,ambiguous_supported_review
aug__006__01,overlap_safety,overlap_006,augmented_safe_preservation,speaker one says piano note while speaker two says rack glossary,speaker one says piano note while speaker two says rack glossary,speaker one says piano note while speaker two says rack glossary,accept,negative-control text safely preserved,False,True,False,False,0.0,0.0,False,False,False,low,en,Augmented safe preservation / negative control.,overlap_safety:overlap_006,True,[],[],[],[],[],[],False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0625,1.0,0.0,0.0,0.0,0.0,1.0,0.0,safe_preservation
aug__006__02,overlap_safety,overlap_006,augmented_safe_supported_edit,speaker one says piano note while speaker two says rack glossary,speaker one says pyannote while speaker two says RAG glossary,speaker one says pyannote while speaker two says RAG glossary,accept,supported correction or safe preservation,False,True,False,False,0.0,0.0,False,False,False,low,en,Augmented evidence-supported correction.,overlap_safety:overlap_006,True,[],"[""safe_supported_edit""]",[],[],[],[],False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,3.0,0.2727272727272727,0.109375,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.12471590909090909,1.0,0.0,0.0,0.0,0.0,1.0,0.0,safe_supported_edit
aug__006__03,overlap_safety,overlap_006,augmented_unsafe_invented_claim,speaker one says piano note while speaker two says rack glossary,speaker one says pyannote while speaker two says RAG glossary This guarantees perfect accuracy.,speaker one says pyannote while speaker two says RAG glossary,reject,explicitly rejected; invented content; forbidden change; unsupported change; safety policy failed,False,False,True,True,1.0,1.0,True,False,False,medium,en,Augmented unsupported fluent completion.,overlap_safety:overlap_006,True,[],"[""unsafe_invented_claim""]",[],[],[],[],False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.35,-0.09999999999999998,7.0,0.5,0.43157894736842106,0.0,0.0,0.6,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.2917894736842105,1.0,0.0,0.0,0.0,0.0,1.0,0.0,unsafe_invented_claim
aug__006__04,overlap_safety,overlap_006,augmented_unsafe_speaker_reassignment,speaker one says piano note while speaker two says rack glossary,SPEAKER_99: speaker one says pyannote while speaker two says RAG glossary,speaker one says pyannote while speaker two says RAG glossary,reject,explicitly rejected; speaker attribution changed; forbidden change; unsupported change; safety policy failed,False,False,True,True,1.0,1.0,False,True,True,medium,en,Augmented forbidden speaker reassignment.,overlap_safety:overlap_006,True,[],"[""unsafe_speaker_reassignment""]",[],[],[],[],False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.2,0.04999999999999999,5.0,0.4166666666666667,0.2602739726027397,1.0,0.0,0.6,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.43623287671232874,1.0,0.0,0.0,0.0,0.0,1.0,0.0,unsafe_speaker_reassignment
aug__006__05,overlap_safety,overlap_006,augmented_heavy_overlap_review,speaker one says piano note while speaker two says rack glossary,speaker one says piano note while speaker two says rack glossary,speaker one says pyannote while speaker two says RAG glossary,needs_review,source audit requested human review,False,True,True,False,0.0,0.0,False,False,True,high,en,Augmented heavy-overlap conservative review.,overlap_safety:overlap_006,True,[],[],[],[],[],[],False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7,1.0,0.0,0.0,0.0,0.0,1.0,0.0,heavy_overlap_review
aug__006__06,overlap_safety,overlap_006,augmented_ambiguous_supported_review,speaker one says piano note while speaker two says rack glossary,speaker one says pyannote while speaker two says RAG glossary,speaker one says pyannote while speaker two says RAG glossary,needs_review,source audit requested human review,False,True,True,False,0.0,0.0,False,False,True,medium,en,Augmented mild-overlap correction requiring review.,overlap_safety:overlap_006,True,[],"[""ambiguous_supported_review""]",[],[],[],[],False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.05,0.2,3.0,0.2727272727272727,0.109375,1.0,0.0,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.39221590909090903,1.0,0.0,0.0,0.0,0.0,1.0,0.0,ambiguous_supported_review
aug__007__01,overlap_safety,overlap_007,augmented_safe_preservation,piano note labels speakers and the other voice says yes,piano note labels speakers and the other voice says yes,piano note labels speakers and the other voice says yes,accept,negative-control text safely preserved,False,True,False,False,0.0,0.0,False,False,False,low,en,Augmented safe preservation / negative control.,overlap_safety:overlap_007,True,[],[],[],[],[],[],False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0625,1.0,0.0,0.0,0.0,0.0,1.0,0.0,safe_preservation
aug__007__02,overlap_safety,overlap_007,augmented_safe_supported_edit,piano note labels speakers and the other voice says yes,pyannote labels speakers and the other voice says yes,pyannote labels speakers and the other voice says yes,accept,supported correction or safe preservation,False,True,False,False,0.0,0.0,False,False,False,low,en,Augmented evidence-supported correction.,overlap_safety:overlap_007,True,[],"[""safe_supported_edit""]",[],[],[],[],False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,2.0,0.2,0.05454545454545454,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.10504545454545455,1.0,0.0,0.0,0.0,0.0,1.0,0.0,safe_supported_edit
aug__007__03,overlap_safety,overlap_007,augmented_unsafe_invented_claim,piano note labels speakers and the other voice says yes,pyannote labels speakers and the other voice says yes This guarantees perfect accuracy.,pyannote labels speakers and the other voice says yes,reject,explicitly rejected; invented content; forbidden change; unsupported change; safety policy failed,False,False,True,True,1.0,1.0,True,False,False,medium,en,Augmented unsupported fluent completion.,overlap_safety:overlap_007,True,[],"[""unsafe_invented_claim""]",[],[],[],[],False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.35,-0.09999999999999998,6.0,0.46153846153846156,0.42528735632183906,0.0,0.0,0.6,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.28411140583554373,1.0,0.0,0.0,0.0,0.0,1.0,0.0,unsafe_invented_claim
aug__007__04,overlap_safety,overlap_007,augmented_unsafe_speaker_reassignment,piano note labels speakers and the other voice says yes,SPEAKER_99: pyannote labels speakers and the other voice says yes,pyannote labels speakers and the other voice says yes,reject,explicitly rejected; speaker attribution changed; forbidden change; unsupported change; safety policy failed,False,False,True,True,1.0,1.0,False,True,True,medium,en,Augmented forbidden speaker reassignment.,overlap_safety:overlap_007,True,[],"[""unsafe_speaker_reassignment""]",[],[],[],[],False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.2,0.04999999999999999,3.0,0.2727272727272727,0.23076923076923078,1.0,0.0,0.6,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.4067832167832167,1.0,0.0,0.0,0.0,0.0,1.0,0.0,unsafe_speaker_reassignment
aug__007__05,overlap_safety,overlap_007,augmented_heavy_overlap_review,piano note labels speakers and the other voice says yes,piano note labels speakers and the other voice says yes,pyannote labels speakers and the other voice says yes,needs_review,source audit requested human review,False,True,True,False,0.0,0.0,False,False,True,high,en,Augmented heavy-overlap conservative review.,overlap_safety:overlap_007,True,[],[],[],[],[],[],False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7,1.0,0.0,0.0,0.0,0.0,1.0,0.0,heavy_overlap_review
aug__007__06,overlap_safety,overlap_007,augmented_ambiguous_supported_review,piano note labels speakers and the other voice says yes,pyannote labels speakers and the other voice says yes,pyannote labels speakers and the other voice says yes,needs_review,source audit requested human review,False,True,True,False,0.0,0.0,False,False,True,medium,en,Augmented mild-overlap correction requiring review.,overlap_safety:overlap_007,True,[],"[""ambiguous_supported_review""]",[],[],[],[],False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.05,0.2,2.0,0.2,0.05454545454545454,1.0,0.0,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.37254545454545446,1.0,0.0,0.0,0.0,0.0,1.0,0.0,ambiguous_supported_review
aug__008__01,overlap_safety,overlap_008,augmented_safe_preservation,we compare WER while the second speaker says okay,we compare WER while the second speaker says okay,we compare WER while the second speaker says okay,accept,negative-control text safely preserved,False,True,False,False,0.0,0.0,False,False,False,low,en,Augmented safe preservation / negative control.,overlap_safety:overlap_008,True,[],[],[],[],[],[],False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0625,1.0,0.0,0.0,0.0,0.0,1.0,0.0,safe_preservation
aug__008__02,overlap_safety,overlap_008,augmented_safe_supported_edit,we compare WER while the second speaker says okay,we compare WER while the second speaker says okay,we compare WER while the second speaker says okay,accept,negative-control text safely preserved,False,True,False,False,0.0,0.0,False,False,False,low,en,Augmented evidence-supported correction.,overlap_safety:overlap_008,True,[],[],[],[],[],[],False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0625,1.0,0.0,0.0,0.0,0.0,1.0,0.0,safe_supported_edit
aug__008__03,overlap_safety,overlap_008,augmented_unsafe_invented_claim,we compare WER while the second speaker says okay,we compare WER while the second speaker says okay This guarantees perfect accuracy.,we compare WER while the second speaker says okay,reject,explicitly rejected; invented content; forbidden change; unsupported change; safety policy failed,False,False,True,True,1.0,1.0,True,False,False,medium,en,Augmented unsupported fluent completion.,overlap_safety:overlap_008,True,[],"[""unsafe_invented_claim""]",[],[],[],[],False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,-0.35,4.0,0.3076923076923077,0.40963855421686746,0.0,0.0,0.6,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.2545412418906395,1.0,0.0,0.0,0.0,0.0,1.0,0.0,unsafe_invented_claim
aug__008__04,overlap_safety,overlap_008,augmented_unsafe_speaker_reassignment,we compare WER while the second speaker says okay,SPEAKER_99: we compare WER while the second speaker says okay,we compare WER while the second speaker says okay,reject,explicitly rejected; speaker attribution changed; forbidden change; unsupported change; safety policy failed,False,False,True,True,1.0,1.0,False,True,True,medium,en,Augmented forbidden speaker reassignment.,overlap_safety:overlap_008,True,[],"[""unsafe_speaker_reassignment""]",[],[],[],[],False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-0.2,2.0,0.18181818181818182,0.19672131147540983,1.0,0.0,0.6,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.3863338301043219,1.0,0.0,0.0,0.0,0.0,1.0,0.0,unsafe_speaker_reassignment
aug__008__05,overlap_safety,overlap_008,augmented_heavy_overlap_review,we compare WER while the second speaker says okay,we compare WER while the second speaker says okay,we compare WER while the second speaker says okay,needs_review,source audit requested human review,False,True,True,False,0.0,0.0,False,False,True,high,en,Augmented heavy-overlap conservative review.,overlap_safety:overlap_008,True,[],[],[],[],[],[],False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7,1.0,0.0,0.0,0.0,0.0,1.0,0.0,heavy_overlap_review
aug__008__06,overlap_safety,overlap_008,augmented_ambiguous_supported_review,we compare WER while the second speaker says okay,we compare WER while the second speaker says okay,we compare WER while the second speaker says okay,needs_review,source audit requested human review,False,True,True,False,0.0,0.0,False,False,True,medium,en,Augmented mild-overlap correction requiring review.,overlap_safety:overlap_008,True,[],[],[],[],[],[],False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.32999999999999996,1.0,0.0,0.0,0.0,0.0,1.0,0.0,ambiguous_supported_review
aug__009__01,overlap_safety,overlap_009,augmented_safe_preservation,we use... speaker... rack...,we use... speaker... rack...,we use... speaker... rack...,accept,negative-control text safely preserved,False,True,False,False,0.0,0.0,False,False,False,low,en,Augmented safe preservation / negative control.,overlap_safety:overlap_009,True,[],[],[],[],[],[],False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0625,1.0,0.0,0.0,0.0,0.0,1.0,0.0,safe_preservation
aug__009__02,overlap_safety,overlap_009,augmented_safe_supported_edit,we use... speaker... rack...,we use... speaker... rack...,we use... speaker... rack...,accept,negative-control text safely preserved,False,True,False,False,0.0,0.0,False,False,False,low,en,Augmented evidence-supported correction.,overlap_safety:overlap_009,True,[],[],[],[],[],[],False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0625,1.0,0.0,0.0,0.0,0.0,1.0,0.0,safe_supported_edit
aug__009__03,overlap_safety,overlap_009,augmented_unsafe_invented_claim,we use... speaker... rack...,we use... speaker... rack... This guarantees perfect accuracy.,we use... speaker... rack...,reject,explicitly rejected; invented content; forbidden change; unsupported change; safety policy failed,False,False,True,True,1.0,1.0,True,False,False,medium,en,Augmented unsupported fluent completion.,overlap_safety:overlap_009,True,[],"[""unsafe_invented_claim""]",[],[],[],[],False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,-0.35,4.0,0.5,0.5483870967741935,0.0,0.0,0.6,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.3058064516129032,1.0,0.0,0.0,0.0,0.0,1.0,0.0,unsafe_invented_claim
aug__009__04,overlap_safety,overlap_009,augmented_unsafe_speaker_reassignment,we use... speaker... rack...,SPEAKER_99: we use... speaker... rack...,we use... speaker... rack...,reject,explicitly rejected; speaker attribution changed; forbidden change; unsupported change; safety policy failed,False,False,True,True,1.0,1.0,False,True,True,medium,en,Augmented forbidden speaker reassignment.,overlap_safety:overlap_009,True,[],"[""unsafe_speaker_reassignment""]",[],[],[],[],False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-0.2,2.0,0.3333333333333333,0.3,1.0,0.0,0.6,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.42599999999999993,1.0,0.0,0.0,0.0,0.0,1.0,0.0,unsafe_speaker_reassignment
aug__009__05,overlap_safety,overlap_009,augmented_heavy_overlap_review,we use... speaker... rack...,we use... speaker... rack...,we use... speaker... rack...,needs_review,source audit requested human review,False,True,True,False,0.0,0.0,False,False,True,high,en,Augmented heavy-overlap conservative review.,overlap_safety:overlap_009,True,[],[],[],[],[],[],False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7,1.0,0.0,0.0,0.0,0.0,1.0,0.0,heavy_overlap_review
aug__009__06,overlap_safety,overlap_009,augmented_ambiguous_supported_review,we use... speaker... rack...,we use... speaker... rack...,we use... speaker... rack...,needs_review,source audit requested human review,False,True,True,False,0.0,0.0,False,False,True,medium,en,Augmented mild-overlap correction requiring review.,overlap_safety:overlap_009,True,[],[],[],[],[],[],False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.32999999999999996,1.0,0.0,0.0,0.0,0.0,1.0,0.0,ambiguous_supported_review
aug__010__01,overlap_safety,overlap_010,augmented_safe_preservation,the result is... where... [inaudible],the result is... where... [inaudible],the result is... where... [inaudible],accept,negative-control text safely preserved,False,True,False,False,0.0,0.0,False,False,False,low,en,Augmented safe preservation / negative control.,overlap_safety:overlap_010,True,[],[],[],[],[],[],False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0625,1.0,0.0,0.0,0.0,0.0,1.0,0.0,safe_preservation
aug__010__02,overlap_safety,overlap_010,augmented_safe_supported_edit,the result is... where... [inaudible],the result is... where... [inaudible],the result is... where... [inaudible],accept,negative-control text safely preserved,False,True,False,False,0.0,0.0,False,False,False,low,en,Augmented evidence-supported correction.,overlap_safety:overlap_010,True,[],[],[],[],[],[],False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0625,1.0,0.0,0.0,0.0,0.0,1.0,0.0,safe_supported_edit
aug__010__03,overlap_safety,overlap_010,augmented_unsafe_invented_claim,the result is... where... [inaudible],the result is... where... [inaudible] This guarantees perfect accuracy.,the result is... where... [inaudible],reject,explicitly rejected; invented content; forbidden change; unsupported change; safety policy failed,False,False,True,True,1.0,1.0,True,False,False,medium,en,Augmented unsupported fluent completion.,overlap_safety:overlap_010,True,[],"[""unsafe_invented_claim""]",[],[],[],[],False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,-0.35,4.0,0.4444444444444444,0.4788732394366197,0.0,0.0,0.6,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.28746478873239434,1.0,0.0,0.0,0.0,0.0,1.0,0.0,unsafe_invented_claim
aug__010__04,overlap_safety,overlap_010,augmented_unsafe_speaker_reassignment,the result is... where... [inaudible],SPEAKER_99: the result is... where... [inaudible],the result is... where... [inaudible],reject,explicitly rejected; speaker attribution changed; forbidden change; unsupported change; safety policy failed,False,False,True,True,1.0,1.0,False,True,True,medium,en,Augmented forbidden speaker reassignment.,overlap_safety:overlap_010,True,[],"[""unsafe_speaker_reassignment""]",[],[],[],[],False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-0.2,2.0,0.2857142857142857,0.24489795918367346,1.0,0.0,0.6,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.41081632653061223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,unsafe_speaker_reassignment
aug__010__05,overlap_safety,overlap_010,augmented_heavy_overlap_review,the result is... where... [inaudible],the result is... where... [inaudible],the result is... where... [inaudible],needs_review,source audit requested human review,False,True,True,False,0.0,0.0,False,False,True,high,en,Augmented heavy-overlap conservative review.,overlap_safety:overlap_010,True,[],[],[],[],[],[],False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7,1.0,0.0,0.0,0.0,0.0,1.0,0.0,heavy_overlap_review
aug__010__06,overlap_safety,overlap_010,augmented_ambiguous_supported_review,the result is... where... [inaudible],the result is... where... [inaudible],the result is... where... [inaudible],needs_review,source audit requested human review,False,True,True,False,0.0,0.0,False,False,True,medium,en,Augmented mild-overlap correction requiring review.,overlap_safety:overlap_010,True,[],[],[],[],[],[],False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.32999999999999996,1.0,0.0,0.0,0.0,0.0,1.0,0.0,ambiguous_supported_review
